지점,지점명,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),합계 일조시간(hr),합계 일사량(MJ/m2),일 최심적설(cm),평균 전운량(1/10)
108,서울,2014-05-25,20.5,21,2.4,78.9,18.6,998.6,0,6.72,,10
108,서울,2014-05-26,19.4,1.5,4,67.4,14.5,992.3,9.4,21.68,,4.4
108,서울,2014-05-27,22.8,,4.2,49.5,13.6,989.9,12.1,23.2,,.8
108,서울,2014-05-28,24,,2.5,60.8,18,990.3,9.4,20.12,,1.5
108,서울,2014-05-29,23.2,,2.8,54.6,14.4,996.9,12.4,23.84,,.9
108,서울,2014-05-30,24.8,,2.1,42.5,12.6,1000.2,12,22.85,,.1
108,서울,2014-05-31,26.2,,2.6,50.3,16.6,1002.5,10.7,22.25,,1.3
108,서울,2014-06-01,24.7,,1.9,58.1,17.7,1001.8,4.2,13.81,,8
108,서울,2014-06-02,22.6,2,2.2,73.5,19.9,998.1,.1,5.17,,10
108,서울,2014-06-03,18.7,33,3.5,95.3,20.5,996.2,0,5.27,,8.6
108,서울,2014-06-04,22.8,,4.3,61.5,16.9,995.5,7.9,20.18,,6.5
108,서울,2014-06-05,22.9,,2.9,58.8,16.3,995,.6,12.01,,7.6
108,서울,2014-06-06,24.4,,2.4,58.9,17.4,994.8,12.1,24.3,,1.4
108,서울,2014-06-07,23.5,,2.4,65.1,18.5,994.8,6.1,15.83,,6
108,서울,2014-06-08,21.4,,3,75.3,19,996.7,2.8,11.82,,8
108,서울,2014-06-09,22.9,,2.3,70.8,19.2,999.4,8.6,16.88,,5.9
108,서울,2014-06-10,23.6,5.5,2.1,72,20.4,999.5,6.5,15.19,,6.3
108,서울,2014-06-11,20.5,19,1.9,87.1,20.7,996.4,4.3,11.08,,9.1
108,서울,2014-06-12,21.2,.1,2.8,73.9,18.1,992.4,8.7,20.56,,6.8
108,서울,2014-06-13,21.3,0,2.9,79,19.8,993.9,4.8,12.33,,6.4
108,서울,2014-06-14,22.5,,3.3,71.6,19,997.1,12,23.48,,3.9
108,서울,2014-06-15,23.2,,3.3,69.9,19.3,996.8,11.6,24.57,,4.5
108,서울,2014-06-16,23.9,,2.5,66.4,19.1,995.9,10.9,19.62,,6.6
108,서울,2014-06-17,24.5,3.5,1.9,71.8,21.4,994.7,5.3,15.4,,7.8
108,서울,2014-06-18,24.4,.1,3,71.3,21.2,994.4,9.7,19.31,,5.4
108,서울,2014-06-19,22.5,0,3.5,79.3,21.4,996,2.7,9.02,,8
108,서울,2014-06-20,24.2,1.5,1.6,76.5,22.6,997.9,1.7,10.49,,9.1
108,서울,2014-06-21,23.1,8.5,2.7,80.9,22.4,998,1,13.26,,8.8
108,서울,2014-06-22,23.7,.4,1.8,74.4,21.3,997,5.8,15.45,,8
108,서울,2014-06-23,21,24.5,1.4,91.4,22.5,996.2,1.5,6.62,,7.8
108,서울,2014-06-24,22.9,,2.4,74.6,20.3,996.4,9.7,18.44,,4.8
108,서울,2014-06-25,23.8,,2.3,74.1,21.4,998.4,5.1,15.52,,6.3
108,서울,2014-06-26,24.4,,2.4,68,20.1,997.4,10.5,19.65,,5.9
108,서울,2014-06-27,24.1,,2.8,74.8,21.8,995.1,9.8,20.09,,5.4
108,서울,2014-06-28,23.8,0,3.8,71.6,20.8,992.8,7.4,17.04,,7.1
108,서울,2014-06-29,24.1,,2.1,70.3,20.8,995.1,3.2,12.25,,6.9
108,서울,2014-06-30,25.3,,2.7,68,21.3,998.4,10.3,20.77,,3.4
108,서울,2014-07-01,26,,2.1,67.8,22.1,999.8,8,15.2,,3.6
108,서울,2014-07-02,25.7,20.5,2.5,77.3,24.8,997.1,3.7,14.33,,8.4
108,서울,2014-07-03,22.6,2,2.8,85.5,23.3,992,.9,6.07,,9.6
108,서울,2014-07-04,26.8,,2.4,62.1,21.2,996.5,11.3,22.25,,4.1
108,서울,2014-07-05,25.7,,2.1,70.4,23.1,1000,3.9,14.19,,6.1
108,서울,2014-07-06,25.7,,2.1,65.8,21.3,996.5,7.2,18.73,,6.4
108,서울,2014-07-07,27.1,,2.3,61.4,21.2,995.6,13.2,24.84,,2.5
108,서울,2014-07-08,25.9,.2,1.9,73,24.3,996.7,3.6,8.31,,7.6
108,서울,2014-07-09,27.6,.5,2.2,78.3,28.6,992.3,2.5,11.03,,9.4
108,서울,2014-07-10,28.9,,2.9,57.9,22,986,10.1,21.7,,6.3
108,서울,2014-07-11,27.1,,4,63.4,21.7,990.5,12,28.64,,2.3
108,서울,2014-07-12,25.3,,3.2,74.3,23.7,993.8,.8,,,7.4
108,서울,2014-07-13,25.4,,3.3,73.4,23.5,993.2,5.9,,,7.8
108,서울,2014-07-14,26.4,,3.3,70.8,23.7,997.9,9.2,,,4.8
108,서울,2014-07-15,26.8,,2.4,69.4,23.8,999.9,3.8,,,7
108,서울,2014-07-16,26.6,,2.7,68.4,23.1,1000,7,,,5.6
108,서울,2014-07-17,25.9,.2,3.1,75.9,25.1,1001.2,3.2,,,8.4
108,서울,2014-07-18,26.1,1.5,2.6,80.5,26.8,1001.5,5.8,,,7.6
108,서울,2014-07-19,27,,2.4,79.8,28.1,1002.3,.2,,,9
108,서울,2014-07-20,27.9,,2.6,75.8,27.8,1001.1,5.5,,,6.4
108,서울,2014-07-21,27.3,,3,73.9,26.4,998.7,7,,,6
108,서울,2014-07-22,25.9,16.5,4.4,83.9,27.7,996.6,0,,,9.8
108,서울,2014-07-23,23.6,55,3.2,90,26.1,995.4,.7,5.93,,10
108,서울,2014-07-24,21.9,48,2,92.8,24.1,997.1,1.3,6.82,,9.3
108,서울,2014-07-25,27.5,59.5,2.9,81.9,29.1,994.2,4.9,12.36,,9.5
108,서울,2014-07-26,22.6,2.5,6.4,86.1,23.5,996.9,.8,3.48,,9.3
108,서울,2014-07-27,25,,1.9,75,23.4,1000.6,6.8,14.61,,4
108,서울,2014-07-28,26.6,,1.9,71.6,24.2,998.8,7.6,17.34,,5
108,서울,2014-07-29,26.5,,2.5,68.4,23.5,999.5,9.8,18.86,,5.4
108,서울,2014-07-30,28.6,,2.2,70.6,27.3,1000.6,8.1,15.4,,6.5
108,서울,2014-07-31,28.6,1.5,2.1,75.9,29.4,1000.2,7.9,15.93,,6.8
108,서울,2014-08-01,30.2,,2.6,63.4,26.4,997.7,9.5,18.08,,4.9
108,서울,2014-08-02,31.4,0,3.9,55,25.2,992.4,6.6,16.96,,8
108,서울,2014-08-03,26.5,13,4.2,87.6,29.9,987.2,1,7.02,,9.6
108,서울,2014-08-04,26.4,6.5,2.1,93,31.8,989.3,.9,7.22,,9
108,서울,2014-08-05,26.6,0,3.2,87.5,30.3,994.2,1.6,6.81,,8
108,서울,2014-08-06,24.4,10.5,2.2,92.4,28.1,996.1,0,3.94,,10
108,서울,2014-08-07,24.7,.2,1.5,91.1,28.1,996.8,.7,6.26,,7.9
108,서울,2014-08-08,26.1,,3.8,62.3,20.5,998.3,11.7,19.64,,2.1
108,서울,2014-08-09,26.5,,4.6,48.4,16.3,996.3,11.5,22.35,,4.6
108,서울,2014-08-10,23.4,42.5,2.6,79.4,22.4,991.1,.7,6.66,,8.3
108,서울,2014-08-11,23.7,,2.2,78.4,22.5,992.2,12,19.44,,4.5
108,서울,2014-08-12,25.8,,2.7,77.8,25.2,994.7,10,16.57,,5.6
108,서울,2014-08-13,24.2,0,2.1,75.3,22.6,998.9,0,6.14,,9.4
108,서울,2014-08-14,22.3,.5,2,78.6,21,999.5,.2,4.32,,9.3
108,서울,2014-08-15,24.9,,1.7,72.9,22.6,998.8,6.4,12.53,,5.3
108,서울,2014-08-16,26.1,,1.8,73.9,24.6,1000.1,8.8,15.5,,5.1
108,서울,2014-08-17,24,3,1.9,81.1,24.2,1002.4,0,3.2,,9.6
108,서울,2014-08-18,22.3,11.5,3.1,90,24,999.5,.5,6.42,,10
108,서울,2014-08-19,22.3,4.5,1.5,96.6,25.9,1000.2,.4,4.37,,9.8
108,서울,2014-08-20,24.8,.5,1.1,86,26.5,1000.6,1,6.74,,9.9
108,서울,2014-08-21,23.1,46.5,2.4,96.5,27.2,997,.2,4.94,,9.6
108,서울,2014-08-22,24.7,15,3.1,83.4,25.5,1000.5,7.7,13.56,,7.9
108,서울,2014-08-23,25.2,.5,2.7,79.5,25.1,1000.1,6.3,12.29,,7.6
108,서울,2014-08-24,25.6,.1,1.3,75.5,24.1,998.8,7,15.04,,8.1
108,서울,2014-08-25,25.9,0,3,71.8,23.7,997.4,1.2,8.43,,9.3
108,서울,2014-08-26,25.4,11.5,2.5,71.4,22.7,1001.2,3.8,11.38,,6.3
108,서울,2014-08-27,24.6,,2.8,66.8,20.4,1005.3,8.7,14.77,,6.6
108,서울,2014-08-28,25.1,,2.2,65.3,20.4,1006.3,11.2,18.41,,1.6
108,서울,2014-08-29,25.2,6.5,1.8,71.9,22.4,1005.2,7.8,14.21,,4.5
108,서울,2014-08-30,24.6,,1.9,71.6,21.5,1004.6,9.7,17.6,,2.4
108,서울,2014-08-31,24.1,,1.4,68.6,20.1,1003.6,3.6,12.18,,6.3
108,서울,2014-09-01,24.1,1.5,1.5,72.5,21.4,1003.9,6.2,13.6,,6.1
108,서울,2014-09-02,23.1,6,2.5,73.6,20.5,1001.9,2.6,10.67,,8.5
108,서울,2014-09-03,19.1,57.5,3.4,99.8,22,993.1,0,2.57,,9.8
108,서울,2014-09-04,22.4,,2.5,79.4,21.1,998.3,11.9,17.14,,3.6
108,서울,2014-09-05,23.8,,2.1,76,21.8,1002.7,7.9,16.45,,5.5
108,서울,2014-09-06,25.2,,1.8,66.9,20.7,1002.1,9.9,18.51,,3.5
108,서울,2014-09-07,25.3,,1.6,72.1,22.5,998.9,9.6,17.29,,2.6
108,서울,2014-09-08,24.8,,2.5,75,22.8,997,11.1,17.27,,2.6
108,서울,2014-09-09,23.3,,2.1,66.5,18.5,997.9,8.8,15.95,,4.6
108,서울,2014-09-10,22.4,,1.5,60.6,15.8,1000.6,11.7,18.02,,.1
108,서울,2014-09-11,23.3,,1.8,61.1,17.1,1003,10.9,16.71,,2.4
108,서울,2014-09-12,21.3,.1,2.1,74.9,18.7,1003.6,2.1,9.31,,6.9
108,서울,2014-09-13,23.1,,2.3,60.9,16.7,1004.9,10.1,15.27,,2
108,서울,2014-09-14,23,,2.3,60.6,16.7,1005.4,9.8,15.46,,5.8
108,서울,2014-09-15,23.1,,2.2,64.9,18.1,1003.5,4.4,12.92,,7.9
108,서울,2014-09-16,21.3,,2.1,43.8,10.8,1005.5,9.9,16.64,,6.1
108,서울,2014-09-17,20.2,,1.5,52.3,12.2,1006.3,0,6.82,,7.9
108,서울,2014-09-18,20.6,,2,56.5,13.3,1007.6,9.2,13.77,,3.3
108,서울,2014-09-19,21.4,,1.7,55,13.2,1004.5,10.6,16.52,,.9
108,서울,2014-09-20,21.6,,2,52.5,12.7,1004.1,11.4,18.14,,.8
108,서울,2014-09-21,20.2,0,1.4,61.6,14.4,1007.1,4.4,7.84,,4.5
108,서울,2014-09-22,21.4,,2,57.5,13.9,1008.7,11.1,16.15,,.6
108,서울,2014-09-23,23,,2.5,52.1,14,1007,9.9,15.04,,5.6
108,서울,2014-09-24,20.3,6.5,2.6,77.9,18.3,999.7,2.5,6.96,,8.4
108,서울,2014-09-25,22.2,,1.7,66.9,17.4,1003.2,8,13.69,,3.9
108,서울,2014-09-26,21,0,2.6,78.1,19.3,1006.3,3,8.01,,7.8
108,서울,2014-09-27,21.4,,2.6,79,19.9,1006.7,6.8,9.76,,5.8
108,서울,2014-09-28,21.7,.5,1.1,85.5,21.9,1005.8,.3,6.03,,8.9
108,서울,2014-09-29,19.4,16,1.3,99,22.2,1003.7,0,2.03,,8.5
108,서울,2014-09-30,18.9,,3.1,72.5,15.5,1006.9,10.2,14.02,,3
108,서울,2014-10-01,19.2,,2.6,68.6,15.2,1006.8,7.2,11.31,,5.9
108,서울,2014-10-02,18.1,9,2.2,89,18.4,999.7,0,2.51,,8.6
108,서울,2014-10-03,16.1,,2.9,74.3,13.4,1002.3,5.9,10.39,,4.1
108,서울,2014-10-04,16.9,,3.4,62,11.6,1009.6,10.8,15.61,,1.1
108,서울,2014-10-05,17.1,,3.1,53.1,10.1,1008.6,10.8,16.2,,1.3
108,서울,2014-10-06,16.6,,1.7,57,10.4,1008.3,10.6,15.32,,1
108,서울,2014-10-07,16.1,,2.4,64.8,11.6,1011.6,9.9,13.32,,1.6
108,서울,2014-10-08,16.7,,1.5,61.5,11.1,1011.9,10.6,14.67,,2.3
108,서울,2014-10-09,18.6,,2,60.4,12.4,1010.4,10.4,15.14,,1.3
108,서울,2014-10-10,19,,3.6,63.3,13.6,1011.6,10.6,15.11,,.3
108,서울,2014-10-11,19.4,,3.1,57.4,12.5,1012.9,10.7,15.6,,0
108,서울,2014-10-12,21.2,,1.9,48.5,11.3,1008,10.2,15.03,,3.9
108,서울,2014-10-13,17.4,,4.7,51.9,10.4,1003.1,9.3,14.38,,2.6
108,서울,2014-10-14,13.8,,2.2,51.8,7.9,1007.3,10.7,15.13,,.1
108,서울,2014-10-15,13.8,,2.4,60.4,9.2,1007.6,9.1,13.26,,2.1
108,서울,2014-10-16,13.2,2.5,3.1,53.8,7.8,1008.6,7.9,12.93,,3.5
108,서울,2014-10-17,13.6,,1.9,53.8,8.2,1012.7,10.2,14.32,,.6
108,서울,2014-10-18,15.5,,1.7,68.9,11.9,1013.6,9.6,13,,0
108,서울,2014-10-19,17,,1.7,61,11.3,1011.9,6.2,10.32,,6
108,서울,2014-10-20,14.4,21.5,2.6,97.8,16,1006.6,0,1.51,,10
108,서울,2014-10-21,13.8,18.5,3.4,92.8,14.7,1007,0,1.8,,10
108,서울,2014-10-22,13.6,,3,69,10.5,1010.1,8.1,12.22,,5.1
108,서울,2014-10-23,13.8,,2.1,67.8,10.4,1010.7,9.9,13.3,,1
108,서울,2014-10-24,15.1,,1.8,78,13.2,1010.1,7.5,9.72,,4.5
108,서울,2014-10-25,16.5,,1.9,81.1,14.9,1009.9,6,9.85,,3.1
108,서울,2014-10-26,16,.5,2.8,76.9,14.1,1008.1,2.9,6.75,,6
108,서울,2014-10-27,10.7,,3,35.3,4.4,1013.2,9.8,14.28,,.4
108,서울,2014-10-28,10.2,,1.4,43.4,5.2,1015.7,9.7,13.73,,0
108,서울,2014-10-29,12.1,,1.7,46.4,6.1,1016,9,11.81,,2
108,서울,2014-10-30,14.2,,1.5,45.8,7,1013.8,5.9,9.39,,5
108,서울,2014-10-31,15,.2,2.4,62.1,10.5,1008.2,.3,4.4,,9.5
108,서울,2014-11-01,17.3,,2.2,63.4,12.4,1002.8,6,9.77,,7.1
108,서울,2014-11-02,12,2.5,4.8,50.5,7.3,1001.5,8.3,10.22,,4.9
108,서울,2014-11-03,9.3,,3.1,40.9,4.8,1008.6,9.7,12.97,,.5
108,서울,2014-11-04,11.3,,1.9,60.5,7.8,1011.6,9.7,12.23,,0
108,서울,2014-11-05,12.4,,1.9,65.6,9.3,1010.4,8,9.74,,3.3
108,서울,2014-11-06,13.5,.5,2.1,61,9.4,1010.2,6.8,8.04,,4.5
108,서울,2014-11-07,9.8,,1.9,52.5,6.2,1014.9,9.5,10.46,,2.4
108,서울,2014-11-08,9.9,,1.4,61.9,7.5,1014.3,.8,4.58,,7.6
108,서울,2014-11-09,10,,2.3,46.3,5.5,1013.4,9.5,11.54,,.9
108,서울,2014-11-10,9.4,,1.7,49.9,5.7,1012.2,9.7,11.53,,0
108,서울,2014-11-11,9.4,2,1.9,67.4,7.9,1006.2,7.1,7.89,,4.6
108,서울,2014-11-12,6,5,5.4,50.6,5.1,1003.8,8.4,9.39,,4.5
108,서울,2014-11-13,-.2,,3.7,38.5,2.3,1013,9.4,11.81,,.9
108,서울,2014-11-14,4.2,0,2.2,54,4.5,1014.5,9.5,10.66,,2.1
108,서울,2014-11-15,4.1,,2.1,38.3,3,1018.9,9.3,10.34,,3.1
108,서울,2014-11-16,6.6,1,1.6,42.6,4.1,1015.3,7.5,9,,6.4
108,서울,2014-11-17,6.2,1.5,2.3,75.5,7,1014,5.7,6.32,,3.5
108,서울,2014-11-18,5,,2.2,53.4,4.5,1017.6,9.4,11.06,,0
108,서울,2014-11-19,5.6,,1.6,55.4,4.9,1017.1,9,9.97,,2.3
108,서울,2014-11-20,7.9,,1.8,61.9,6.5,1014.4,8.8,9.2,,1.6
108,서울,2014-11-21,11.3,,2.8,62.5,8.4,1012.3,6.1,7.46,,5.3
108,서울,2014-11-22,11,4,1.9,90.9,11.9,1013.5,.4,1.93,,8.4
108,서울,2014-11-23,9,,2,80,9,1015.1,1.6,5.84,,8.9
108,서울,2014-11-24,9.8,,1.3,59.8,7.1,1010.3,0,3.64,,9.9
108,서울,2014-11-25,10.2,,4.2,56,6.9,1007.5,5.7,8.14,,5.6
108,서울,2014-11-26,11,,2.8,58.8,7.5,1008.3,7.4,8.67,,3.5
108,서울,2014-11-27,10.4,,1.9,69.9,8.7,1012.3,3.3,5.44,,4.6
108,서울,2014-11-28,8.8,18,3.7,88,9.9,1004.8,0,1.21,,8.8
108,서울,2014-11-29,8.3,,2.1,83.9,9,1010.1,6.7,8.47,,4.4
108,서울,2014-11-30,9.1,7,3.2,88.1,10.1,1002.4,.8,2.74,,9.4
108,서울,2014-12-01,-1.1,.5,6.1,58.8,3.6,1004.4,4.6,5.49,.3,4.8
108,서울,2014-12-02,-5.4,0,4.6,42.3,1.7,1011.5,9,10.4,,1
108,서울,2014-12-03,-3.3,.9,1.9,70.6,3.4,1009.4,4.5,5.88,1.7,6.3
108,서울,2014-12-04,-4.6,0,2.7,43,1.9,1009.6,8.9,8.91,,.9
108,서울,2014-12-05,-6.6,,3.6,45.5,1.7,1010.8,9.3,10.05,,0
108,서울,2014-12-06,-5.6,,2.8,47.5,1.9,1013.6,9.1,9.5,,.6
108,서울,2014-12-07,-3.4,,1.6,43.9,2.1,1016.1,3.9,5.49,,7.4
108,서울,2014-12-08,-1.6,,2.6,48.4,2.5,1019.7,8.9,9.38,,1.1
108,서울,2014-12-09,-2.4,,1.5,44.1,2.2,1024.3,9,9.25,,2.3
108,서울,2014-12-10,1.6,2,1.9,58.8,4.2,1014.2,.7,3.29,,9.4
108,서울,2014-12-11,-1.5,.5,3.4,64.8,3.7,1012.8,7.2,7.8,,4.8
108,서울,2014-12-12,-3.8,.1,2,70.4,3.3,1012.3,4.2,6.08,.2,3.6
108,서울,2014-12-13,-5.2,,3.2,45.8,1.9,1015.9,9.1,9.67,.2,0
108,서울,2014-12-14,-3.6,0,1.5,60.5,3,1018.5,5.4,6.58,,4.8
108,서울,2014-12-15,-.1,10.5,2.8,90.6,5.5,1013.5,0,2.3,3.5,8.1
108,서울,2014-12-16,-4.9,0,4.9,58.9,2.7,1008.9,8.2,9.72,2.7,3.4
108,서울,2014-12-17,-9,,4.9,41,1.3,1014.3,9.2,9.26,2,1
108,서울,2014-12-18,-8.3,,2.3,39.9,1.3,1023,9.2,9.85,1.8,0
108,서울,2014-12-19,-3.8,.9,3.4,54.5,2.6,1017.5,.4,4.27,2.2,7.4
108,서울,2014-12-20,-1.7,2,3.8,66,3.7,1010.8,7.6,9.1,2.9,3.6
108,서울,2014-12-21,-6.4,0,2.2,58.5,2.2,1012.7,6,6.59,1.8,1.5
108,서울,2014-12-22,-4.7,.3,2.2,64.6,2.8,1013.5,6.6,7.03,2.1,3.3
108,서울,2014-12-23,-1.3,,2.6,67.1,3.8,1014.7,2,4.77,1.1,6.1
108,서울,2014-12-24,1.7,.2,2.8,66.8,4.6,1011.3,7.6,6.66,.5,3.8
108,서울,2014-12-25,-2.6,,2.5,52,2.6,1017.3,9.2,9.67,,0
108,서울,2014-12-26,-3.2,,1.9,45.6,2.1,1019.9,9.1,9.6,,.4
108,서울,2014-12-27,-1.8,,1.7,46.8,2.5,1019.3,8.7,8.47,,3.5
108,서울,2014-12-28,-.8,,2.2,64.1,3.8,1011.4,.3,2.93,,7.5
108,서울,2014-12-29,2.9,,2.3,73.1,5.5,1004.3,3.4,4.98,,5.8
108,서울,2014-12-30,1.9,,2.6,62.8,4.4,1006.5,7.6,8.22,,.3
108,서울,2014-12-31,-1.9,0,3.8,47.4,2.6,1007.6,6.7,8.49,,4.1
108,서울,2015-01-01,-7.7,,4.6,41.4,1.4,1013.6,8.9,9.79,,.8
108,서울,2015-01-02,-6,,3.2,45.9,1.7,1014.6,7.6,9.07,,1.9
108,서울,2015-01-03,-2.7,,1.9,56.1,3,1012.7,7.9,8.66,,3.9
108,서울,2015-01-04,2.5,0,2,70.1,5.2,1007.7,3.6,5.32,,4.3
108,서울,2015-01-05,3.7,.4,2.4,73.1,5.7,1006.2,4.4,6.48,,7.1
108,서울,2015-01-06,-3.2,3,4.3,52.4,2.8,1006.4,9.2,10.47,,2.6
108,서울,2015-01-07,-5.5,,2.5,33.1,1.3,1012,9.2,10.12,,.3
108,서울,2015-01-08,-5.1,,2.2,45.8,1.9,1015.2,9.2,10.09,,0
108,서울,2015-01-09,-2.1,,2,58.3,3,1014.4,9.1,8.74,,.6
108,서울,2015-01-10,-.3,,2.3,56.5,3.5,1012.8,9.1,9.41,,.6
108,서울,2015-01-11,-.4,,3.6,57.8,3.5,1013.5,9.2,9.6,,1.3
108,서울,2015-01-12,-2.7,,1.8,37.8,1.9,1023.8,9.3,10.05,,0
108,서울,2015-01-13,.2,,1.8,39.6,2.3,1023.3,5.8,8.14,,5.4
108,서울,2015-01-14,2.5,,1.5,41.1,3,1016.1,.3,3.36,,9
108,서울,2015-01-15,2.8,,2.1,53.6,4,1011.7,7.2,8.47,,2.6
108,서울,2015-01-16,.8,.3,4,73,4.8,1009.5,1.3,2.79,,8.1
108,서울,2015-01-17,-4.1,,3.8,46,2,1017.8,9.3,10.89,,.3
108,서울,2015-01-18,-1.3,4,2.3,68.4,4,1011.5,1.5,5.06,5.1,7.6
108,서울,2015-01-19,-.1,.1,3.2,68.1,4.2,1012.2,7.4,7.52,4.6,1.6
108,서울,2015-01-20,-.9,,1.9,55.8,3.1,1016.8,8.7,9.79,.5,4.6
108,서울,2015-01-21,2.6,,2,58.3,4.3,1011.4,1.5,5.67,,8.8
108,서울,2015-01-22,3.1,,1.5,60.6,4.6,1008.6,1.6,5.51,,5.1
108,서울,2015-01-23,1.2,,2.6,66.4,4.5,1011.5,6.7,6.88,,3.4
108,서울,2015-01-24,3.7,,1.8,62.9,5,1015.2,7.2,8.35,,6.3
108,서울,2015-01-25,3,3,3.5,78.4,6,1013.1,0,2.08,,9.5
108,서울,2015-01-26,3.6,.5,2.6,87.5,7,1009.4,1.1,3.06,,8.4
108,서울,2015-01-27,-3.6,,3.7,55.4,2.6,1014.3,9.4,11.85,,1.1
108,서울,2015-01-28,-4.1,,2.3,49.3,2.3,1018.4,8.9,10.98,,1.6
108,서울,2015-01-29,-1.1,,2.3,56.4,3.2,1016.1,0,4.09,,9.3
108,서울,2015-01-30,-3.3,,3.8,51.8,2.5,1015.4,9,10.69,,3.3
108,서울,2015-01-31,-4.5,,2.6,46.4,2,1021.2,9.7,12.07,,0
108,서울,2015-02-01,-3,,1.9,44.9,2.1,1022.2,9.7,12.34,,.3
108,서울,2015-02-02,-.6,,1.5,47.3,2.7,1020.9,7.6,10.21,,2.4
108,서울,2015-02-03,.6,,2.1,54.5,3.4,1018,9.1,10.3,,3.9
108,서울,2015-02-04,.4,,2,64.5,3.9,1012.1,7.9,9.31,,3.4
108,서울,2015-02-05,-.1,,3,57.1,3.4,1012.7,9,10.43,,0
108,서울,2015-02-06,.4,,2.2,57.3,3.6,1014.9,9.5,11.5,,2.1
108,서울,2015-02-07,1.2,,2.6,65.3,4.4,1010.4,4.1,6.2,,6.5
108,서울,2015-02-08,-9.8,,5.3,34.1,1,1016,9.7,12.92,,0
108,서울,2015-02-09,-5.7,.2,3.1,54.6,2.5,1015.9,7.3,10.34,.3,3.4
108,서울,2015-02-10,1.7,,2.8,69,4.7,1006.8,5,5.88,.2,4.6
108,서울,2015-02-11,2.7,,2.5,60.3,4.3,1002.6,8,11.1,,5
108,서울,2015-02-12,-2.2,,4.2,36.8,1.9,1004.1,9.7,13.4,,0
108,서울,2015-02-13,-1.6,,3.1,46.4,2.5,1009.2,9.8,13.33,,0
108,서울,2015-02-14,2,,2.2,72.9,5.3,1010.4,.3,3.13,,6.5
108,서울,2015-02-15,7.9,,2.9,61.6,6.3,1009.6,7.3,10.41,,8.3
108,서울,2015-02-16,5,10.5,3.5,91.9,8,1003.8,0,1.41,,10
108,서울,2015-02-17,1.9,.5,3.5,78.5,5.5,1005.8,2.4,4.86,,9.4
108,서울,2015-02-18,.8,0,2.5,72,4.6,1010.7,1.6,5.48,,7
108,서울,2015-02-19,2.2,,1.6,67.1,4.7,1016.1,8.9,11.93,,1.4
108,서울,2015-02-20,5.2,,2,55.3,4.6,1015.4,7.2,11.33,,5.1
108,서울,2015-02-21,5.7,8,3.4,79,7.2,1007.3,0,2.74,,9.8
108,서울,2015-02-22,3.5,2.5,4.1,78,6.3,1006.2,4.4,7.29,,6.3
108,서울,2015-02-23,.9,,3,60.4,3.9,1009.7,8,12.64,,2.9
108,서울,2015-02-24,2.1,,2.3,60,4.1,1008.6,9.3,13.75,,2.9
108,서울,2015-02-25,5.4,.5,2.9,48.6,4.1,1007.7,5.8,11.32,,7.8
108,서울,2015-02-26,1.2,.5,4.9,56.9,4,1008.9,9.1,12.37,,4.6
108,서울,2015-02-27,-1.3,,3.2,35.6,2,1017,9.3,15.22,,2.4
108,서울,2015-02-28,2.7,,2,40.5,3,1015.8,0,5.9,,8.6
108,서울,2015-03-01,2.4,0,3.7,56.8,4.1,1009,5.5,9.47,,6.1
108,서울,2015-03-02,3.9,,2.8,43.5,3.3,1008.5,10.3,15.5,,1.6
108,서울,2015-03-03,2.8,5.5,3.4,69.5,5.2,1002.4,0,4.6,,9.4
108,서울,2015-03-04,-2.1,,5.3,43.4,2.3,1010.9,10.8,16.79,,.8
108,서울,2015-03-05,-.3,,1.9,41.1,2.3,1016,8.6,12.96,,3.9
108,서울,2015-03-06,2.9,,2.3,37.8,2.7,1013.4,10.9,16.17,,.5
108,서울,2015-03-07,4.2,,2.3,45.5,3.5,1013.3,10.6,16,,0
108,서울,2015-03-08,7.7,,1.8,42.5,4.1,1012,8.2,13.63,,3.8
108,서울,2015-03-09,2.2,,5.4,43.4,3.4,1010,9.4,15.27,,4
108,서울,2015-03-10,-3.4,,5.9,30.6,1.4,1013.9,11,18.52,,0
108,서울,2015-03-11,.4,,4.5,45.1,2.9,1009.3,10,12.06,,1.4
108,서울,2015-03-12,2.1,,4,41,2.9,1008.9,11.1,17.66,,2.1
108,서울,2015-03-13,5.6,.1,3,45.4,3.9,1008.7,11,18.08,,1.8
108,서울,2015-03-14,4.3,,2.3,31.4,2.5,1012.9,9.8,16.81,,2
108,서울,2015-03-15,5.5,,2.2,42,3.6,1012,10.1,15.39,,1.8
108,서울,2015-03-16,9.8,,2,44.4,4.9,1010.1,10,16.19,,2
108,서울,2015-03-17,10.7,0,1.8,51.9,6.6,1007.3,.3,5.91,,7.9
108,서울,2015-03-18,10.7,1.5,4,61.5,7.8,1001.5,0,4.62,,9.8
108,서울,2015-03-19,12.4,,2.5,50.9,7.1,1003.5,10.6,16.82,,2.6
108,서울,2015-03-20,13.4,,2.5,32.5,4.4,1007,8.4,15.98,,4.8
108,서울,2015-03-21,11.7,,2.7,31,4.2,1005.5,8.3,14.97,,.5
108,서울,2015-03-22,8.3,,4.2,33.3,3.4,1009.8,11.1,18.36,,0
108,서울,2015-03-23,4.6,,4.2,24.3,2.1,1015.1,11.5,19.17,,.4
108,서울,2015-03-24,5.4,,2.6,32.8,2.8,1020.2,11.6,19.59,,0
